model,scenario,region,variable,unit,subannual,2019,2020,2022,2025,2030,2035,2040,2045,2050
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Capacity|Commercial|Heat Pumps,GW,Year,13.533572494907958,15.072197587302073,19.665230739861727,60.04086117570114,127.33357856876682,220.98868892912287,314.6437992894789,356.4019911780051,398.1601830665313
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Capacity|Residential and Commercial|Heat Pumps,GW,Year,126.72221691776645,133.62851251428947,156.06986560719088,281.151127458259,489.6198972100392,780.7768554430222,1071.9338136760052,1192.163475535228,1312.3931373944506
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Capacity|Residential|Heat Pumps,GW,Year,113.1886453252924,118.55631451613915,136.4046354573712,221.11026769872927,362.28632143432606,559.7881669208846,757.290012407443,835.7614867031983,914.2329609989536
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Electricity,EJ/yr,Year,2.4308815667537287,2.457222305133217,2.4488275722723563,2.483080691525831,2.540169223614956,2.6525916314376783,2.765014039260401,2.810250414175238,2.855486789090074
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Gases|Fossil,EJ/yr,Year,2.0480281723280305,2.104119973960068,2.0645474872909366,1.817385318998248,1.405448371843767,0.939704063299548,0.4739597547553295,0.3110860719738504,0.1482123891923712
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Heat,EJ/yr,Year,0.5067483856146271,0.5507874729264572,0.5626131250389779,0.6520210158864459,0.8010341672988928,0.8566242360203649,0.9122143047418364,0.9120262927845016,0.9118382808271676
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Liquids|Fossil,EJ/yr,Year,0.7751761384715777,0.7990027679334148,0.7810524174856243,0.6809575528804985,0.5141327785386224,0.3261016233809627,0.1380704682233031,0.0867149005034651,0.0353593327836265
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Solar,EJ/yr,Year,0.0154667755541587,0.0452759772406343,0.0709975646750522,0.1034037045030785,0.1574139375497893,0.1731750053377241,0.1889360731256589,0.182933270239117,0.1769304673525754
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Solids|Biomass,EJ/yr,Year,0.1214436547683125,0.1298607100577829,0.1295950418472375,0.124436306383887,0.1158384139449698,0.0867483416785064,0.0576582694120434,0.03979594661036,0.0219336238086771
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Commercial|Solids|Fossil,EJ/yr,Year,0.0561148925053056,0.0626094781082281,0.0566872393051904,0.0476026185489905,0.0324615839553241,0.0167169306203897,0.0009722772854557,0.0004942737763284,1.6270267201287658e-05
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Gases|Fossil,EJ/yr,Year,6.212757174531361,6.333943369605394,6.14975440445584,5.300044600291615,3.88386159335124,2.5855590490862554,1.2872565048212703,0.8594576771850329,0.4316588495487951
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Heat,EJ/yr,Year,1.4249549211526744,1.4839952360525772,1.538070520902464,1.7774145361995284,2.176321228361302,2.360503003062262,2.5446847777632216,2.610516927945353,2.676349078127486
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Liquids|Fossil,EJ/yr,Year,2.304251245834165,2.331640043848892,2.275692729366709,1.973408852012652,1.4696023897558903,0.946065132513466,0.4225278752710425,0.2757724634193421,0.1290170515676422
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solar,EJ/yr,Year,0.0943974135952871,0.1336669095508103,0.2125618971331265,0.315722530800484,0.4876569202460802,0.5784879524289852,0.6693189846118897,0.6689643944264374,0.6686098042409854
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,Year,1.8546409954014944,1.8431092376874847,1.7080750081936444,1.518690928543548,1.2030507957933865,0.8378558868253079,0.4726609778572294,0.319680508857117,0.166700039857004
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solids|Fossil,EJ/yr,Year,0.486013916354067,0.5741428350174816,0.5824507868137506,0.4791168982532091,0.3068937506523062,0.1569928284252447,0.0070919061981829,0.0036347573375098,0.0001776084768364
Invert/EE-Lab 4.2,WP2 Building|High District Heating|Efficiency High|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Space and Water Heating|Electricity,EJ/yr,Year,1.650827270742643,1.6863648393381527,1.6767532769310187,1.828037777479951,2.0801786117281718,2.467947204682871,2.855715797637571,2.903008330874556,2.9503008641115414
