model,scenario,region,variable,unit,subannual,2019,2020,2022,2025,2030,2035,2040,2045,2050
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Capacity|Commercial|Heat Pumps,GW,Year,13.533572494907958,15.046908337099012,19.40846359153511,55.69317785597377,116.1677016300382,229.1893461208674,342.2109906116966,403.9351705769586,465.65935054222064
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Capacity|Residential and Commercial|Heat Pumps,GW,Year,126.72221691776645,132.31730365706608,147.2154153236188,250.028345245868,421.3832284496166,760.8168332020286,1100.2504379544407,1278.2730032105464,1456.2955684666522
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Capacity|Residential|Heat Pumps,GW,Year,113.1886453252924,117.27039597121058,127.80695241473236,194.3351675424013,305.21552608851624,531.6274880915821,758.0394500946481,874.3378367234363,990.6362233522244
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Electricity,EJ/yr,Year,2.4308815667537287,2.471242902264692,2.489281191416049,2.560007163722816,2.677883784234094,2.929209768595792,3.18053575295749,3.3368482014892398,3.4931606500209886
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Gases|Fossil,EJ/yr,Year,2.0480281723280305,2.112198554605924,2.089693471763396,1.9116830241962104,1.6149989449175688,1.167546740052808,0.7200945351880467,0.5125344979355965,0.3049744606831469
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Heat,EJ/yr,Year,0.5067483856146271,0.548805945878938,0.5496116247466023,0.5821963265478576,0.6365041628832827,0.6797309838416355,0.7229578047999882,0.7028009489379187,0.6826440930758496
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Liquids|Fossil,EJ/yr,Year,0.7751761384715777,0.8034382189362063,0.792863227019551,0.710680002239313,0.5737079609389172,0.3877102791557248,0.2017125973725328,0.1358525056220957,0.0699924138716585
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Solar,EJ/yr,Year,0.0154667755541587,0.0453539775835441,0.0713504154955431,0.1099899380906197,0.1743891424157469,0.2004839901146614,0.2265788378135753,0.2242784503914648,0.2219780629693546
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Solids|Biomass,EJ/yr,Year,0.1214436547683125,0.1304760903327618,0.1311538179836861,0.1305380259150532,0.1295117058006653,0.1023743731725504,0.0752370405444355,0.0542175551112248,0.0331980696780135
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Commercial|Solids|Fossil,EJ/yr,Year,0.0561148925053056,0.0627277077842186,0.0570062736465638,0.0482010215894504,0.033525601494261,0.0172697867986212,0.0010139721029814,0.0005300472626412,4.612242230095376e-05
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Gases|Fossil,EJ/yr,Year,6.212757174531361,6.353726010694685,6.234234734128722,5.591882486187568,4.5212954062856445,3.2363684911923465,1.951441576099049,1.403003960268324,0.8545663444375993
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Heat,EJ/yr,Year,1.4249549211526744,1.4760716976452375,1.4936450150887584,1.5671909618505129,1.68976753978677,1.83581653333158,1.981865526876389,1.95791710709568,1.933968687314972
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Liquids|Fossil,EJ/yr,Year,2.304251245834165,2.3416536723234445,2.312338482181074,2.0597406962879163,1.638744386465986,1.1152385757632133,0.5917327650604407,0.40897026595985,0.2262077668592597
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solar,EJ/yr,Year,0.0943974135952871,0.134312261761805,0.2145357597619283,0.3383576447813526,0.5447274531470598,0.6574601606698693,0.7701928681926788,0.7781737728946596,0.7861546775966404
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,Year,1.8546409954014944,1.8488300169856289,1.72741797423805,1.5697626875773938,1.3070038764763,0.9529417220182934,0.5988795675602875,0.4177436741396139,0.2366077807189401
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Solids|Fossil,EJ/yr,Year,0.486013916354067,0.5763616346603148,0.5870331555238397,0.4851796798494649,0.3154238870588404,0.1618832855735936,0.0083426840883468,0.0043260388985415,0.0003093937087363
Invert/EE-Lab 4.2,WP2 Building|High Electrification|Efficiency Moderate|Prices 2023_10,EU27,Final Energy|Residential and Commercial|Space and Water Heating|Electricity,EJ/yr,Year,1.650827270742643,1.6864972861193113,1.6671652361951357,1.793990540922279,2.0053660488008505,2.666807361658924,3.3282486745169977,3.558703472702596,3.789158270888193
